Name;Name on Shirt;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Register Position;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Response/Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality/Tenacity;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency
ERWIN S�NCHEZ;E. SANCHEZ;Bolivia;25;175;71;R;R;AMF; AMF;1;78;46;77;81;82;82;83;84;82;85;84;88;83;82;93;87;82;77;76;88;77;50;80;6;5;5
L. CASTELLAZZI;CASTELLAZZI;Italia;25;192;89;L;R;GK; GK;1;30;86;88;69;71;87;78;54;55;56;59;64;68;46;85;44;48;44;82;54;80;85;81;6;4;4
JO�O AZEVEDO;AZEVEDO;Portugal;25;185;75;R;R;GK; GK;2;30;87;80;65;75;93;84;53;56;58;56;59;58;46;78;45;47;53;91;54;89;88;76;7;4;4
N. KOTKOV;KOTKOV;Bulgaria;25;174;70;L;R;SS; AMF LWF RWF SS CF;1;87;45;80;83;83;80;85;89;84;90;80;86;83;85;87;90;92;73;77;90;79;45;83;6;7;7
KINKLADZE;KINKLADZE;Georgia;25;174;68;L;R;AMF; LMF RMF AMF LWF RWF;1;85;30;78;73;85;70;89;96;94;84;77;84;75;77;83;82;85;64;65;91;64;40;71;6;5;3
ATTI ABONYI;ABONYI;Australia;25;180;75;R;R;RWF; RMF AMF RWF SS CF;1;85;44;79;84;83;82;84;84;83;81;78;82;79;84;85;78;80;77;81;83;79;50;82;6;5;5
HASSE JEPPSON;JEPPSON;Suecia;25;180;71;R;R;CF; CF;1;91;35;87;83;84;89;86;82;82;75;72;71;73;87;88;68;73;87;91;84;78;50;80;6;6;6
ROBERTO PORTA;PORTA;Uruguai;25;172;68;R;R;SS; LWF RWF SS CF;1;87;38;81;83;85;88;88;90;87;88;82;85;81;88;80;77;84;83;81;88;84;50;87;6;7;5
LUIS OLIVEIRA;OLIVEIRA;Belgica;25;176;74;R;R;SS; SS CF;1;86;41;85;82;83;83;86;87;83;82;78;79;76;83;85;73;77;79;81;86;81;50;78;7;6;6
BURLANDO;BURLANDO;Italia;25;171;66;R;R;CMF; CB DMF CMF AMF;2;73;77;81;88;82;81;81;83;77;85;78;88;80;71;82;68;71;82;82;84;85;50;91;6;5;5
L�CIO BALA;LUCIO;Brasil;25;169;65;R;R;RWF; RMF AMF RWF;1;81;45;76;82;91;78;93;87;88;79;78;81;79;81;81;77;78;70;73;85;79;40;77;7;5;5
BELLINGHAM;BELLINGHAM;Inglaterra;25;186;79;R;R;AMF; DMF CMF LMF RMF AMF;1;77;70;82;91;83;84;81;90;83;88;85;86;82;76;83;72;74;69;76;91;83;50;84;6;6;5
KOTRIKADZE;KOTRIKADZE;Georgia;25;177;71;R;R;GK; GK;1;30;89;80;71;65;88;80;54;56;62;65;65;68;45;75;46;45;49;87;56;82;91;78;7;4;4
LU�S VINICIO;VINICIO;Brasil;25;180;78;R;R;CF; CF;1;89;39;87;84;85;91;86;85;84;76;75;72;73;88;87;75;74;88;86;85;85;50;79;6;7;6
O. LAMAGNI;LAMAGNI;Italia;25;173;67;R;R;RB; CB RB;1;68;77;78;89;81;84;84;78;79;76;75;78;77;67;82;69;72;78;84;75;86;50;87;7;6;6
A. SALLUSTRO;SALLUSTRO;Italia;25;174;74;R;R;CF; SS CF;1;89;35;77;79;88;85;90;87;90;77;75;74;73;85;89;73;77;87;91;87;75;50;74;6;6;6
KRISHANU DEY;KRISHANU;India;25;169;64;L;R;AMF; AMF SS;1;81;34;69;83;82;77;85;83;84;82;75;79;74;76;80;74;74;62;65;84;67;40;78;5;6;5
LUIS�O;LUISAO;Brasil;25;192;89;R;R;CB; CB;2;67;86;89;81;77;84;73;72;72;75;77;75;76;66;84;63;65;87;82;73;85;50;81;7;5;5
ROBERTO BIFFI;BIFFI;Italia;25;186;83;R;R;CWP; CWP CB DMF;2;67;82;86;81;76;81;75;72;70;74;77;76;78;69;88;79;73;80;78;73;78;50;82;6;6;5
PIZZATTINHO;PIZZATTINHO;Brasil;25;177;79;L;R;AMF; LMF AMF LWF SS;1;82;45;85;81;79;80;83;85;82;86;81;86;82;83;92;83;80;76;77;87;81;40;85;6;5;4
JORGE COSTA;COSTA;Portugal;25;188;86;R;R;CB; CB;1;58;86;91;79;74;85;74;70;72;72;77;74;76;60;80;61;62;82;78;72;90;50;84;7;5;4
A. OLIVEIRA;OLIVEIRA;Portugal;25;172;70;R;R;AMF; LMF AMF SS;1;85;40;75;79;81;75;86;93;85;91;81;89;83;80;85;89;91;72;73;90;77;40;81;6;8;6
JUAN ARZA;ARZA;Espanha;25;169;60;R;R;SS; AMF SS CF;1;88;38;77;84;87;92;88;83;85;84;81;83;80;89;82;77;83;84;83;84;84;50;82;6;7;7
HUGO LLORIS;LLORIS;Franca;25;188;78;L;R;GK; GK;1;30;92;84;69;74;95;83;54;58;62;65;60;62;45;85;45;48;55;85;58;87;88;79;6;4;3
GEORGE COHEN;G. COHEN;Inglaterra;25;182;81;R;R;DMF; RB DMF RMF;1;73;79;85;86;86;83;84;75;78;79;83;81;84;68;82;68;74;76;78;77;86;50;85;7;6;6
W. CABRERA;CABRERA;Colombia;25;178;76;R;R;RB; LB RB DMF LMF RMF;2;73;74;79;87;80;81;80;79;78;80;81;84;83;74;81;71;78;78;83;81;84;50;85;6;5;5
FAVALLI;FAVALLI;Italia;25;181;76;L;R;LB; CB LB;1;69;84;84;86;81;88;81;77;76;79;76;83;79;70;81;67;68;81;85;77;86;50;88;8;5;4
PUCCINELLI;PUCCINELLI;Italia;25;156;57;R;R;RWF; RWF SS;1;83;40;77;82;88;78;89;87;85;77;71;81;75;80;86;74;73;69;78;85;82;45;79;7;6;6
LE�NCIO VIEIRA;VIEIRA;Brasil;25;172;69;L;R;LWF; LMF LWF;2;81;54;78;89;84;82;86;84;84;82;81;87;83;79;83;78;82;75;78;84;83;50;90;8;6;5
M. KEMPAIAH;KEMPAIAH DA;India;25;165;62;R;R;DMF; RB DMF CMF RMF;2;64;81;77;87;79;84;81;73;75;74;72;74;73;62;76;60;61;63;71;73;83;45;76;7;5;5
MARCOLINI;MARCOLINI;Italia;25;177;71;R;R;CMF; CMF AMF;2;75;67;80;85;78;82;79;81;79;81;82;85;81;76;84;82;85;73;74;83;85;40;85;7;4;4
PAOLO SIRENA;SIRENA;Italia;25;186;82;L;R;LB; LB;1;74;76;87;86;81;82;79;79;78;78;80;79;81;72;85;71;76;85;84;78;85;50;85;7;4;4
GIORGIO PUIA;PUIA;Italia;25;186;76;R;R;CB; CB DMF CMF;1;77;85;84;85;81;90;81;83;81;81;83;80;81;72;83;73;76;87;83;82;78;50;85;7;5;5
ERNST LEHNER;LEHNER;Alemanha;25;176;72;R;R;RWF; RWF CF;1;88;41;79;85;89;81;87;90;86;82;78;90;84;84;85;85;92;76;78;87;85;45;81;7;8;7
M. HABIB;HABIB;India;25;171;68;R;R;AMF; AMF SS CF;1;82;35;71;83;83;79;84;82;85;79;70;75;72;79;73;68;70;78;83;84;83;50;73;5;6;5
M. GONZALVO III;GONZALVO III;Espanha;25;169;62;R;R;AMF; CMF AMF;1;85;68;80;83;76;78;77;85;75;91;82;91;82;81;82;84;85;68;75;89;75;40;72;7;5;3
A. GUARNERI;GUARNERI;Italia;25;181;80;R;R;CB; CB RB DMF;2;64;91;89;83;80;88;78;76;76;76;75;77;76;66;84;67;69;86;86;77;89;50;86;7;5;4
L. KUB�K;KUBIK;Republica Checa;25;187;82;L;R;DMF; CWP DMF CMF AMF;1;72;71;86;83;76;79;76;85;77;86;83;87;85;78;89;86;89;81;76;87;75;50;80;6;4;3
A. EVANI;EVANI;Italia;25;174;63;L;R;LMF; LB LMF LWF;1;79;58;79;84;83;84;83;83;83;79;80;84;82;74;87;78;80;73;77;84;84;45;85;6;4;4
L�SL� FAZEKAS;FAZEKAS;Hungria;25;178;65;R;R;RWF; RWF SS CF;2;87;51;77;83;87;84;89;88;87;83;78;83;80;85;89;76;78;77;81;88;85;50;83;7;6;6
TOMMASI;TOMMASI;Italia;25;180;78;R;R;CMF; DMF CMF LMF RMF;1;73;77;82;92;82;86;81;78;80;81;80;79;78;74;83;72;74;80;81;80;91;50;88;8;7;6
DENER;DENER;Brasil;25;171;70;R;R;SS; LWF RWF SS CF;1;84;33;76;84;87;83;90;96;93;81;82;79;82;82;80;80;83;76;81;90;77;50;74;7;5;4
L. A. REGALADO;REGALADO;El Salvador;25;169;68;R;R;CB; CB DMF CMF SS;1;73;82;80;83;84;83;82;77;76;79;78;78;80;63;87;64;58;85;87;78;78;50;82;3;5;5
H�CTOR RIAL;RIAL;Espanha;25;176;78;R;R;SS; AMF SS CF;1;87;49;78;80;80;84;83;87;80;89;80;93;86;85;84;86;87;86;83;91;85;50;90;6;6;5
JAIME RODRIGUEZ;RODRIGUEZ;El Salvador;25;184;78;R;R;CB; CWP CB RB;1;68;81;82;84;80;84;76;73;74;73;72;74;76;66;79;62;67;79;84;77;80;50;75;6;5;5
EDU MANGA;EDU;Brasil;25;185;80;L;R;AMF; LMF AMF SS;1;79;47;83;83;87;80;85;87;86;85;82;86;82;81;84;85;84;55;79;87;78;45;82;6;6;5
FERENC SIPOS;SIPOS;Hungria;25;180;76;R;R;DMF; CWP CB LB RB DMF;2;70;83;83;88;85;85;84;80;82;78;77;75;77;71;87;72;72;83;83;81;88;50;83;7;5;5
JOS� GIM�NEZ;GIMENEZ;Uruguai;25;185;80;R;R;CB; CB RB DMF;1;62;87;86;83;82;92;78;75;75;72;71;77;76;65;78;56;64;88;93;75;85;50;78;6;4;4
S. MARIONA;MARIONA;El Salvador;25;179;76;R;R;CB; CB;1;64;84;83;82;77;79;75;69;68;75;72;75;73;65;73;64;67;79;82;73;85;50;80;7;5;4
BACIGALUPO;BACIGALUPO;Italia;25;178;75;R;R;GK; GK;1;35;89;81;69;73;93;83;56;59;60;63;62;65;45;83;45;49;45;89;58;83;90;81;7;4;4
JEF MERMANS;MERMANS;Belgica;25;184;82;R;R;CF; RWF SS CF;1;94;40;91;82;82;88;80;83;75;81;76;82;77;89;91;73;70;92;83;83;84;50;81;7;6;6
HERN�N CRESPO;CRESPO;Argentina;25;184;78;R;R;CF; CF;1;95;29;87;80;78;94;84;80;73;75;75;72;72;90;83;71;78;93;83;84;78;50;78;6;7;6
M?YNARCZYK;MLYNARCZYK;Polonia;25;186;83;R;R;GK; GK;1;30;86;88;70;66;90;77;50;56;58;69;59;75;43;88;42;43;46;84;50;83;88;78;7;4;4
ROBERT GADOCHA;GADOCHA;Polonia;25;170;69;R;R;LWF; LMF RMF LWF RWF;1;81;48;81;83;83;82;87;91;84;82;81;92;83;78;88;88;90;73;77;88;77;40;83;6;8;5
Z. MASZCZYK;MASZCZYK;Polonia;25;175;72;R;R;CMF; DMF CMF;1;70;75;83;92;81;85;83;81;83;80;79;81;82;69;84;69;75;77;79;83;85;45;85;6;5;5
GERARD CIE?LIK;CIESLIK;Polonia;25;163;59;L;R;SS; SS CF;1;90;40;74;78;84;82;93;90;86;82;74;79;73;90;78;72;75;83;86;90;77;50;79;6;6;5
ELMOHAMADY;ELMOHAMADY;Egito;25;182;77;R;R;RB; RB RMF RWF;1;73;62;79;87;87;75;86;79;84;78;78;82;84;66;81;65;75;78;78;80;78;50;76;6;5;5
A. MOKOENA;MOKOENA;Africa do Sul;25;185;82;R;R;CB; CB RB DMF;2;67;79;85;83;86;80;79;73;72;76;74;71;71;65;84;67;70;79;87;73;75;50;79;7;5;4
SIMON ELLIOTT;ELLIOTT;Nova Zelandia;25;181;81;R;R;DMF; DMF CMF;1;73;73;78;86;78;78;79;83;76;81;76;85;84;75;78;83;84;71;75;79;82;45;84;6;5;5
ALAN MORTON;MORTON;Escocia;25;162;57;R;R;LWF; LWF;1;83;35;81;86;87;82;92;90;91;85;80;90;80;83;83;79;83;72;73;89;81;40;85;8;7;6
ROY MAKAAY;MAKAAY;Holanda;25;188;76;R;R;CF; CF;1;93;40;85;82;87;91;84;79;80;75;73;75;76;92;87;75;79;86;80;85;79;50;82;6;7;7
KEVIN DE BRUYNE;DE BRUYNE;Belgica;25;181;78;R;R;AMF; DMF CMF LMF RMF AMF SS;1;87;53;84;87;80;81;79;87;80;95;92;95;92;84;88;87;88;67;68;90;83;40;89;7;7;6
SIRIGU;SIRIGU;Italia;25;192;84;R;R;GK; GK;1;30;92;85;69;73;90;74;53;58;59;64;63;67;45;83;45;48;55;84;55;82;89;78;7;5;4
S. APPIAH;APPIAH;Gana;25;178;77;R;R;CMF; DMF CMF RMF;1;76;72;84;87;80;81;81;83;80;79;81;81;83;78;88;72;80;73;82;82;86;50;85;7;6;5
VANDEREYCKEN;VANDEREYCKEN;Belgica;25;175;73;L;R;DMF; CB DMF CMF LMF RMF;1;82;73;84;89;80;83;79;83;79;88;81;90;82;80;87;79;85;83;78;88;87;50;90;8;6;5
J. CAMPBELL;CAMPBELL;Costa Rica;25;178;72;L;R;RWF; LWF RWF SS CF;2;75;40;83;79;86;75;87;84;84;83;78;80;80;76;85;75;82;68;78;84;79;50;75;6;5;4
EZIO LOIK;LOIK;Italia;25;173;75;R;R;AMF; CMF LMF RMF AMF LWF RWF SS;2;86;67;85;92;76;83;77;83;75;87;78;85;79;83;90;77;73;78;82;84;90;50;85;7;7;7
MANUELE BLASI;BLASI;Italia;25;179;70;R;R;DMF; RB DMF CMF RMF;1;66;75;83;91;79;84;79;76;78;79;80;76;79;67;83;69;72;73;78;78;85;45;83;7;5;5
JUAN MERINO;MERINO;Espanha;25;176;73;R;R;CB; CB DMF;1;54;83;84;86;81;85;80;73;76;74;76;75;78;60;82;58;62;83;86;76;86;50;83;7;5;5
POLI RINC�N;RINCON;Espanha;25;177;75;R;R;CF; CF;1;88;46;81;85;84;88;85;84;85;75;77;75;77;87;83;75;79;79;84;82;85;50;84;8;6;5
PACH�N;ENRIQUE PEREZ;Espanha;25;176;74;R;R;CB; CB LB RB DMF;2;64;79;84;87;78;81;75;75;72;78;78;79;78;64;84;66;73;81;85;76;86;50;87;6;5;5
J. A. REYES;REYES;Espanha;25;176;71;L;R;RMF; LMF RMF AMF LWF RWF SS;1;82;47;81;82;84;77;86;90;86;83;81;84;82;78;83;82;84;72;72;88;68;40;73;5;5;4
B. CARBONI;CARBONI;Italia;25;168;67;R;R;SS; AMF SS CF;1;80;46;77;83;83;82;86;86;84;83;79;86;81;80;85;84;88;70;74;87;80;40;82;7;6;5
FRANCISCO S�;F. SA;Argentina;25;178;75;R;R;CB; CB LB RB;2;65;87;85;85;80;80;79;75;74;78;75;75;78;63;83;65;69;81;88;75;92;50;82;6;5;5
SERGIO BRIO;BRIO;Italia;25;190;84;R;R;CB; CWP CB LB RB;1;66;87;93;83;78;85;80;73;72;72;76;71;75;63;84;61;64;91;85;73;88;50;83;7;5;4
HULK;HULK;Brasil;25;180;88;L;R;RWF; LMF RMF LWF RWF SS CF;2;87;38;90;87;88;83;88;86;88;77;76;80;84;84;95;84;86;72;74;85;74;45;72;7;6;4
CARLOS MANUEL;C. MANUEL;Portugal;25;178;76;R;R;CMF; CMF RMF AMF;1;81;56;79;83;83;79;85;90;84;85;81;87;84;79;85;82;87;67;71;87;79;40;82;6;6;5
J. M. ASENSI;ASENSI;Espanha;25;179;73;L;R;CMF; CMF AMF;1;79;68;79;94;79;87;81;86;84;85;87;84;86;76;91;74;80;88;78;87;95;50;94;7;7;7
E. TEJERA;TEJERA;Uruguai;25;179;73;L;R;CB; CB LB RB;2;62;87;86;81;78;84;75;72;71;76;73;80;76;63;83;65;70;80;86;75;94;50;81;6;5;5
TONY WOODCOCK;WOODCOCK;Inglaterra;25;178;72;L;R;CF; AMF LWF SS CF;1;86;40;79;82;88;85;87;86;87;81;78;83;80;84;83;75;81;80;81;83;78;50;79;7;5;6
BOB MCKINLAY;MCKINLAY;Escocia;25;187;81;R;R;CB; CWP CB;2;63;88;87;81;79;86;78;74;73;77;74;76;75;64;84;63;69;85;86;76;86;50;82;8;5;5
NAT LOFTHOUSE;LOFTHOUSE;Inglaterra;25;176;80;R;R;CF; CF;2;94;43;93;84;82;93;81;79;82;77;75;73;77;91;92;69;76;97;89;81;91;50;83;7;7;7
TONY CURRIE;CURRIE;Inglaterra;25;179;80;R;R;AMF; CMF AMF;1;83;60;83;82;81;78;83;86;84;89;81;90;80;78;85;78;85;70;74;88;79;40;81;7;8;6
D. ZHECHEV;ZHECHEV;Bulgaria;25;183;80;R;R;CWP; CWP CB DMF CMF;1;74;83;87;83;82;86;79;80;78;81;82;79;75;69;83;66;77;83;84;79;85;50;83;6;5;5
J. J. MU�ANTE;MUNANTE;Peru;25;181;75;R;R;RWF; RMF RWF;1;82;40;80;83;93;80;94;86;90;79;77;82;80;77;81;73;78;73;78;86;74;40;74;6;5;4
DAVE BEASANT;BEASANT;Inglaterra;25;193;90;R;R;GK; GK;1;32;87;89;67;66;87;77;50;55;56;63;70;66;47;90;45;46;43;82;51;86;87;82;6;4;4
PAPASTATHOPOULOS;SOKRATIS;Grecia;25;186;82;R;R;CB; CB RB;1;65;83;85;85;82;86;82;78;75;74;80;75;80;66;80;65;69;80;84;75;85;50;80;6;6;5
KALADZE;KALADZE;Georgia;25;186;78;L;R;LB; CWP CB LB DMF LMF;1;68;87;84;85;81;84;78;75;78;75;75;76;79;69;85;68;71;86;84;75;85;50;84;7;4;4
SHENGELIA;SHENGELIA;Georgia;25;173;72;R;R;CF; LWF RWF CF;1;90;42;79;85;86;92;93;87;89;79;75;76;76;87;81;69;79;81;79;88;83;45;82;6;6;6
KHURTSILAVA;KHURTSILAVA;Georgia;25;177;82;R;R;CWP; CWP CB DMF;1;70;92;91;87;77;94;78;80;77;82;81;81;81;69;90;75;72;85;88;78;89;50;86;6;6;6
S. ARVELADZE;ARVELADZE;Georgia;25;181;75;L;R;CF; LMF LWF SS CF;1;87;46;82;80;84;82;82;84;82;81;78;75;74;86;83;77;78;83;81;83;79;50;80;7;6;5
DINO BALLACCI;BALLACCI;Italia;25;178;75;L;R;LB; CB LB;2;64;83;86;82;80;82;78;74;75;74;77;76;78;66;80;64;67;81;83;74;85;50;80;7;5;5
FRAGUITO;FRAGUITO;Portugal;25;172;71;R;R;CMF; CMF AMF;1;76;59;83;86;79;82;82;87;82;89;82;88;81;77;87;80;87;71;78;89;87;50;89;7;5;2
T. KETSBAIA;KETSBAIA;Georgia;25;178;75;R;R;AMF; CMF RMF AMF RWF SS;2;82;58;82;82;82;81;81;86;81;83;78;82;80;82;95;81;80;77;73;87;81;45;78;6;5;5
LUIS CARLOS;LUIS CARLOS;Brasil;25;170;63;R;R;LWF; LMF RMF AMF LWF RWF;2;78;41;73;76;77;78;82;81;82;79;78;80;82;76;82;78;80;68;75;79;74;50;76;5;5;5
ENRIQUE FLAMINI;FLAMINI;Argentina;25;175;65;L;R;SS; AMF SS CF;1;83;40;77;80;85;78;86;88;82;83;78;82;76;80;84;75;78;71;75;87;79;40;81;7;6;6
SIGURDSSON;SIGURDSSON;Islandia;25;186;78;R;R;AMF; CMF LMF RMF AMF LWF RWF SS;1;79;53;78;81;79;78;77;83;78;85;84;88;89;82;87;86;87;69;73;85;78;40;78;5;7;6
ANDR� AYEW;AYEW;Gana;25;176;72;L;R;LWF; LMF RMF LWF RWF SS CF;2;80;59;85;87;85;78;86;87;84;78;78;82;80;78;83;67;73;86;86;84;80;50;77;6;5;4
TOMMY SMITH;SMITH;Inglaterra;25;178;82;R;R;CB; CB RB DMF;1;64;86;90;84;79;85;78;72;76;74;78;75;79;64;85;63;67;84;87;73;95;50;82;6;5;5
JOE ALLEN;ALLEN;Pais de Gales;25;168;62;R;R;CMF; DMF CMF RMF AMF;1;77;69;79;88;79;79;84;84;82;83;80;83;80;72;82;68;75;66;78;84;80;50;84;6;5;5
A. RAMSEY;RAMSEY;Pais de Gales;25;182;76;R;R;CMF; CMF LMF RMF AMF;1;77;65;80;84;82;80;84;86;80;86;81;84;79;72;80;70;73;71;75;86;76;40;83;5;6;6
DAN PETRESCU;PETRESCU;Romenia;25;177;70;R;R;RB; RB RMF;1;76;65;78;87;84;80;85;84;85;81;79;83;83;71;83;73;78;71;78;82;83;45;82;7;4;4
GIANLUCA VIALLI;VIALLI;Italia;25;180;77;R;R;CF; LWF RWF SS CF;1;90;45;86;85;85;90;87;82;85;77;78;71;73;88;84;74;76;86;86;84;85;50;81;7;7;6
F. M'PEL�;M PELE;?????;25;178;73;R;R;CF; CWP AMF SS CF;1;88;53;80;84;86;87;89;84;88;78;77;76;75;86;89;74;78;85;88;86;79;50;82;7;6;6
M. SALIM;SALIM;India;25;171;70;R;R;LWF; LWF RWF;1;81;34;77;76;78;74;81;86;82;77;75;84;78;78;88;71;67;65;68;86;80;40;76;5;6;6
BASRI DIRIMLILI;DIRIMLILI;Turquia;25;179;72;R;R;CB; CB LB;2;69;91;84;86;83;86;81;76;78;76;76;77;77;68;85;67;70;85;86;79;96;50;90;7;5;5
Z� CARLOS;ZE CARLOS;Brasil;25;172;73;R;R;CMF; DMF CMF AMF;2;73;77;85;85;75;83;76;83;75;86;82;87;79;73;85;85;78;72;75;85;85;45;85;7;6;5
TITA;TITA;Brasil;25;174;67;R;R;AMF; CMF RMF AMF RWF SS CF;1;85;50;78;86;84;82;85;87;84;86;83;84;82;84;82;81;83;75;78;86;80;40;85;7;6;5
MAURO GALV�O;M. GALVAO;Brasil;25;180;70;R;R;CB; CWP CB DMF;1;68;91;84;86;78;90;81;79;77;81;78;81;77;69;83;67;69;84;86;84;87;50;88;8;5;5
LEANDRO �VILA;LEANDRO;Brasil;25;177;75;R;R;DMF; DMF CMF;1;72;73;82;86;80;82;79;79;77;83;81;81;82;71;82;75;78;72;75;82;84;50;88;8;6;5
E. CEBOLINHA;EVERTON;Brasil;25;174;71;R;R;LWF; LMF RMF LWF RWF SS;1;81;49;78;83;86;81;91;87;89;77;76;81;78;81;83;77;82;73;77;85;78;50;81;6;5;5
D. BENITEZ;D. BENITEZ. F;Espanha;25;181;69;L;R;LMF; LB RB LMF RMF;2;72;44;73;79;79;72;82;79;81;73;73;76;78;67;77;76;78;65;74;78;66;50;66;4;4;4
J. NAVARRO;NAVARRO;Espanha;25;165;67;R;R;CB; CB RB;2;69;82;82;85;81;79;80;74;73;77;73;77;75;68;82;62;63;75;86;77;87;50;83;6;5;5
SYLVIO PIRILLO;PIRILLO;Brasil;25;174;69;R;R;CF; SS CF;1;91;37;78;83;84;88;86;83;82;79;78;76;79;88;82;76;78;84;83;83;84;50;79;7;7;6
RICARDINHO;RICARDINHO;Brasil;25;176;73;R;R;AMF; CMF AMF;1;77;46;78;84;78;80;81;84;78;89;84;86;81;79;82;85;85;70;71;86;78;40;85;6;5;4
C. DESOLATI;DESOLATI;Italia;25;173;71;L;R;CF; LWF CF;1;86;42;79;83;83;86;86;83;83;77;79;79;81;85;83;73;75;86;84;82;82;50;82;7;6;6
M. LEBLOND;LEBLOND;Franca;25;180;77;L;R;CMF; CB DMF CMF LMF AMF SS;1;78;74;84;87;83;82;81;84;81;85;80;84;79;81;83;74;77;78;79;87;84;50;87;7;4;4
A. PENVERNE;PENVERNE;Franca;25;172;70;R;R;DMF; CB LB DMF CMF;1;74;78;83;87;78;84;83;83;79;87;85;86;83;75;86;75;77;73;76;85;87;45;90;7;6;5
S. FIORE;FIORE;Italia;25;181;75;R;R;AMF; CMF LMF RMF AMF;1;83;56;80;84;79;80;80;87;78;91;83;88;82;82;81;85;85;73;70;91;73;40;91;6;6;6
ADAM MARUSI?;MARUSIC;Montenegro;25;185;81;R;R;RMF; LB RB RMF;1;73;61;81;85;87;73;84;78;85;74;78;75;82;69;82;61;72;74;84;78;70;50;70;6;5;5
HOSSAM HASSAN;H. HASSAN;Egito;25;178;77;R;R;CF; SS CF;1;88;40;84;83;80;88;82;79;79;77;77;75;74;86;84;73;79;84;85;82;84;50;84;7;6;6
SANTAGOSTINO;SANTAGOSTINO;Italia;25;172;69;R;R;CF; SS CF;1;88;35;79;82;84;89;86;82;84;78;77;75;76;88;84;73;78;83;83;83;82;50;79;7;7;6
RAICH CARTER;CARTER;Inglaterra;25;177;70;R;R;SS; AMF LWF RWF SS CF;1;88;36;79;83;85;88;86;91;85;87;79;86;78;87;83;78;82;84;82;91;77;50;82;6;7;6
JONES;JONES;Inglaterra;25;181;77;R;R;CB; CB LB RB DMF;2;53;72;80;79;69;75;67;69;68;71;71;71;72;58;74;60;58;74;75;69;74;50;75;6;5;5
BILLY MCNEILL;MCNEILL;Escocia;25;188;85;R;R;CB; CB;1;67;88;89;85;76;88;77;74;74;76;75;74;74;65;81;64;67;92;87;78;95;50;87;8;5;5
RON FLOWERS;FLOWERS;Inglaterra;25;180;81;R;R;CMF; DMF CMF LMF RMF AMF;1;77;79;85;87;79;86;77;81;76;87;80;83;78;78;82;78;73;74;73;84;89;45;92;7;6;6
BOBBY MURDOCH;MURDOCH;Escocia;25;179;79;R;R;DMF; DMF CMF;1;75;77;85;83;75;80;76;80;76;87;79;91;80;80;88;71;76;80;75;85;87;40;90;6;7;7
TOMMY GEMMELL;GEMMELL;Escocia;25;188;85;R;R;RB; LB RB;1;75;73;86;85;82;78;79;78;77;77;74;80;79;76;93;79;74;78;78;79;84;50;79;7;7;7
GUIDO VINCENZI;VINCENZI;Italia;25;184;80;L;R;RB; CB RB;1;68;81;88;85;81;85;82;76;81;75;76;79;78;69;83;69;77;85;83;79;88;50;82;7;5;5
M�RCIO NOBRE;NOBRE;Brasil;25;183;81;R;R;CF; SS CF;1;83;44;85;83;81;84;85;75;78;74;78;68;71;80;82;67;72;86;85;77;84;50;79;6;5;6
CYRIL KNOWLES;KNOWLES;Irlanda do Norte;25;183;71;L;R;LB; LB;1;76;73;79;84;82;77;79;79;75;79;77;83;78;71;79;76;76;76;78;80;82;50;80;7;7;7
MARTIN O'NEILL;O NEILL;Irlanda do Norte;25;178;71;R;R;RMF; CMF LMF RMF LWF RWF;1;80;64;81;89;86;83;83;83;84;83;79;83;85;80;81;77;79;79;76;82;89;50;84;7;4;5
JOHN RADFORD;RADFORD;Inglaterra;25;182;84;R;R;CF; RWF CF;1;86;36;87;83;84;89;85;79;81;80;77;76;77;86;83;66;67;87;87;84;81;50;85;6;7;6
D. O. SI�;SIE;Costa do Marfim;25;176;72;R;R;AMF; LMF RMF AMF LWF RWF;1;78;47;81;84;88;78;90;86;86;83;80;82;81;77;82;79;83;75;80;85;81;50;85;6;6;5
CHARLY K�RBEL;KORBEL;Alemanha;25;182;75;R;R;CB; CWP CB RB DMF;2;70;87;86;86;84;86;78;77;76;78;76;74;75;70;85;68;71;87;88;76;87;50;84;8;5;5
TREVOR STEVEN;STEVEN;Inglaterra;25;177;69;R;R;RMF; CMF RMF AMF RWF SS;1;83;55;78;86;86;83;89;87;86;84;82;90;84;81;85;73;84;76;79;86;84;45;85;8;7;6
A. ROBERTSON;ROBERTSON;Escocia;25;178;72;L;R;LB; LB LMF;1;77;68;79;94;86;84;86;80;82;81;77;92;85;73;80;72;86;67;77;81;87;50;83;6;4;6
DANIEL CARVALHO;D. CARVALHO;Brasil;25;178;78;L;R;AMF; LMF RMF AMF LWF RWF SS;1;79;44;84;82;85;79;87;85;87;83;81;83;82;79;84;84;86;72;71;85;72;40;80;5;5;4
PAUL REANEY;REANEY;Inglaterra;25;177;71;R;R;RB; RB;2;73;77;77;87;84;79;87;83;85;77;78;83;77;70;81;70;77;75;82;83;86;50;87;6;5;5
